,Date,Month,Day,Central,Domar,Tiunda,Ärentuna,Stenhagen,NUGGETS,SÅS,KÖTT,RIS,GRYTA,BURGARE,BRÖD,POTATIS,PASTA,BIFF,KORV,SOPPA,RÖRA,BOLLAR,SYLT,ÄRTOR,NUDLAR,PYTT,GRATÄNG,KYCKLING,LINSER,FISK,RÖDBETOR,ZUCCINITZATSIKI,PALSTERNACKSCRISP,LASAGNE,VEGOFÄRS,BÖNGULASCH,LINSBOLOGNESE,MOROTSTZATZIKI,MATVETE,BULGUR,RASKNINGSLUNCH,KÖKETS,GRÖNA,VAL,ROTFRUKTSFRESTELSE,ÄGGHALVA,UGNSBAKADE,ZUCCHINIPLÄTTAR,TZATZIKI,RAGGMUNK,LINGON,ÄPPELCHUTNEY,GRÅÄRTA,LINGONSKY,FALAFEL,PURJOTOPPING,SVAMP,ENBÄR,MOROT,STROGANOFF,FÄRSKOSTKLICK,GÄSTENS,TIMJAN,KESO,GRÖNSAKER,NOGREEN,HET,PUMPA,COLESLAW,DAAL,FÄRSKOST,ROSTADE,ROTSAKER,KARDEMUMMAKAKA,ÄPPELKOMPOTT,RISGRYNSGRÖT,OST,APELSIN,STUVAD,GRÖNKÅL,RÖDKÅLSCOLESLAW,TAPSI,MATVETESCHNITZEL,UGNSROSTAD,SOJABÖNOR,VEGILI,SPENAT,BLOMKÅLSPURÉ,SMÖR,KETCHUP,GURKMAJONNÄS,MAJS,TORTILLA,BLOMKÅL,KORMA,STUVADE,HUMMUS,INGEFÄRA,CURRYDRESSING,STING,MATHAVRE,NACHOS,QUORN,BÖNWRAP,TACOSMAK,ZUCCHINI,SEJFILÉ,MOROTSTÄCKE,DILL,PANNKAKA,NÖTFÄRS,AIOLI,FÄRSPANNA,HÖNSFÄRS,TOMAT,PANERAD,ROTFRUKTER,BROCCOLI,QUINOA,UGNSPANNKAKA,ÄPPELFRÄS,MATKORN,LIMECRÈME,ROTSELLERI,BLODPUDDING,VÅRRULLE,LÄTTPANERAD,BASILIKATÄCKE,MARINERAD,OMELETT,SVAMPSTUVNING,UGNSSTEKT,RÄKOR,JULSKINKA,RÖDBETSSALLAD,JANSSONS,FRESTELSE,PULLED,PORK,SALSA,MANGO,MANNAGRYNSPUDDING,KOKOSPANERAD,FRISKUSREMOULAD,RÖKT,ÄGG,FISH,CHIPS,REMOULAD,BÖNOR,ÄGGSMÖRGÅS,LAX,MOROTSBULLAR,MYNTAYOGHURT,NOEXTRA,FLÄSK,KÅLPUDDING,PAELLA,PESTO,ROTFRUKTSCHIPS,SILLTALLRIK,RÖDKÅLSSALLAD,CHICKEN,FAJITA,OSTCRÈME,SKAGEN,NASI,GORENG,RISOTTO,MOUSSAKA,INDISKA,OLIVER,SALLADSOST,LINSFÄRSLIMPA,I20K+,6I20K+,7I20K+,8I20K+,9I20K+,10I20K+,11I20K+,12I20K+,13I20K+,14I20K+,15I20K+,TI20K+,T6I20K+,T7I20K+,T8I20K+,T9I20K+,T10I20K+,T11I20K+,T12I20K+,T13I20K+,T14I20K+,T15I20K+,I30K+,6I30K+,7I30K+,8I30K+,9I30K+,10I30K+,11I30K+,12I30K+,13I30K+,14I30K+,15I30K+,TI30K+,T6I30K+,T7I30K+,T8I30K+,T9I30K+,T10I30K+,T11I30K+,T12I30K+,T13I30K+,T14I30K+,T15I30K+,I40K+,6I40K+,7I40K+,8I40K+,9I40K+,10I40K+,11I40K+,12I40K+,13I40K+,14I40K+,15I40K+,TI40K+,T6I40K+,T7I40K+,T8I40K+,T9I40K+,T10I40K+,T11I40K+,T12I40K+,T13I40K+,T14I40K+,T15I40K+,I50K+,6I50K+,7I50K+,8I50K+,9I50K+,10I50K+,11I50K+,12I50K+,13I50K+,14I50K+,15I50K+,TI50K+,T6I50K+,T7I50K+,T8I50K+,T9I50K+,T10I50K+,T11I50K+,T12I50K+,T13I50K+,T14I50K+,T15I50K+,I60K+,6I60K+,7I60K+,8I60K+,9I60K+,10I60K+,11I60K+,12I60K+,13I60K+,14I60K+,15I60K+,TI60K+,T6I60K+,T7I60K+,T8I60K+,T9I60K+,T10I60K+,T11I60K+,T12I60K+,T13I60K+,T14I60K+,T15I60K+,I70K+,6I70K+,7I70K+,8I70K+,9I70K+,10I70K+,11I70K+,12I70K+,13I70K+,14I70K+,15I70K+,TI70K+,T6I70K+,T7I70K+,T8I70K+,T9I70K+,T10I70K+,T11I70K+,T12I70K+,T13I70K+,T14I70K+,T15I70K+,I80K+,6I80K+,7I80K+,8I80K+,9I80K+,10I80K+,11I80K+,12I80K+,13I80K+,14I80K+,15I80K+,TI80K+,T6I80K+,T7I80K+,T8I80K+,T9I80K+,T10I80K+,T11I80K+,T12I80K+,T13I80K+,T14I80K+,T15I80K+,I90K+,6I90K+,7I90K+,8I90K+,9I90K+,10I90K+,11I90K+,12I90K+,13I90K+,14I90K+,15I90K+,TI90K+,T6I90K+,T7I90K+,T8I90K+,T9I90K+,T10I90K+,T11I90K+,T12I90K+,T13I90K+,T14I90K+,T15I90K+,I100K+,6I100K+,7I100K+,8I100K+,9I100K+,10I100K+,11I100K+,12I100K+,13I100K+,14I100K+,15I100K+,TI100K+,T6I100K+,T7I100K+,T8I100K+,T9I100K+,T10I100K+,T11I100K+,T12I100K+,T13I100K+,T14I100K+,T15I100K+,Integrated Power,6 Integrated Power,7 Integrated Power,8 Integrated Power,9 Integrated Power,10 Integrated Power,11 Integrated Power,12 Integrated Power,13 Integrated Power,14 Integrated Power,15 Integrated Power,TO7I20K+,TO8I20K+,TO9I20K+,TO10I20K+,TO11I20K+,TO12I20K+,TO13I20K+,TO14I20K+,TO7I30K+,TO8I30K+,TO9I30K+,TO10I30K+,TO11I30K+,TO12I30K+,TO13I30K+,TO14I30K+,TO7I40K+,TO8I40K+,TO9I40K+,TO10I40K+,TO11I40K+,TO12I40K+,TO13I40K+,TO14I40K+,TO7I50K+,TO8I50K+,TO9I50K+,TO10I50K+,TO11I50K+,TO12I50K+,TO13I50K+,TO14I50K+,TO7I60K+,TO8I60K+,TO9I60K+,TO10I60K+,TO11I60K+,TO12I60K+,TO13I60K+,TO14I60K+,TO7I70K+,TO8I70K+,TO9I70K+,TO10I70K+,TO11I70K+,TO12I70K+,TO13I70K+,TO14I70K+,TO7I80K+,TO8I80K+,TO9I80K+,TO10I80K+,TO11I80K+,TO12I80K+,TO13I80K+,TO14I80K+,TO7I90K+,TO8I90K+,TO9I90K+,TO10I90K+,TO11I90K+,TO12I90K+,TO13I90K+,TO14I90K+,TO7I100K+,TO8I100K+,TO9I100K+,TO10I100K+,TO11I100K+,TO12I100K+,TO13I100K+,TO14I100K+,TU7I20K+,TU8I20K+,TU9I20K+,TU10I20K+,TU11I20K+,TU12I20K+,TU13I20K+,TU14I20K+,TU7I30K+,TU8I30K+,TU9I30K+,TU10I30K+,TU11I30K+,TU12I30K+,TU13I30K+,TU14I30K+,TU7I40K+,TU8I40K+,TU9I40K+,TU10I40K+,TU11I40K+,TU12I40K+,TU13I40K+,TU14I40K+,TU7I50K+,TU8I50K+,TU9I50K+,TU10I50K+,TU11I50K+,TU12I50K+,TU13I50K+,TU14I50K+,TU7I60K+,TU8I60K+,TU9I60K+,TU10I60K+,TU11I60K+,TU12I60K+,TU13I60K+,TU14I60K+,TU7I70K+,TU8I70K+,TU9I70K+,TU10I70K+,TU11I70K+,TU12I70K+,TU13I70K+,TU14I70K+,TU7I80K+,TU8I80K+,TU9I80K+,TU10I80K+,TU11I80K+,TU12I80K+,TU13I80K+,TU14I80K+,TU7I90K+,TU8I90K+,TU9I90K+,TU10I90K+,TU11I90K+,TU12I90K+,TU13I90K+,TU14I90K+,TU7I100K+,TU8I100K+,TU9I100K+,TU10I100K+,TU11I100K+,TU12I100K+,TU13I100K+,TU14I100K+,O14 Integrated Power,O13 Integrated Power,O12 Integrated Power,O11 Integrated Power,O10 Integrated Power,O9 Integrated Power,O8 Integrated Power,O7 Integrated Power,U14 Integrated Power,U13 Integrated Power,U12 Integrated Power,U11 Integrated Power,U10 Integrated Power,U9 Integrated Power,U8 Integrated Power,U7 Integrated Power,O7I20K+,O8I20K+,O9I20K+,O10I20K+,O11I20K+,O12I20K+,O13I20K+,O14I20K+,U7I20K+,U8I20K+,U9I20K+,U10I20K+,U11I20K+,U12I20K+,U13I20K+,U14I20K+,O7I30K+,O8I30K+,O9I30K+,O10I30K+,O11I30K+,O12I30K+,O13I30K+,O14I30K+,U7I30K+,U8I30K+,U9I30K+,U10I30K+,U11I30K+,U12I30K+,U13I30K+,U14I30K+,O7I40K+,O8I40K+,O9I40K+,O10I40K+,O11I40K+,O12I40K+,O13I40K+,O14I40K+,U7I40K+,U8I40K+,U9I40K+,U10I40K+,U11I40K+,U12I40K+,U13I40K+,U14I40K+,O7I50K+,O8I50K+,O9I50K+,O10I50K+,O11I50K+,O12I50K+,O13I50K+,O14I50K+,U7I50K+,U8I50K+,U9I50K+,U10I50K+,U11I50K+,U12I50K+,U13I50K+,U14I50K+,O7I60K+,O8I60K+,O9I60K+,O10I60K+,O11I60K+,O12I60K+,O13I60K+,O14I60K+,U7I60K+,U8I60K+,U9I60K+,U10I60K+,U11I60K+,U12I60K+,U13I60K+,U14I60K+,O7I70K+,O8I70K+,O9I70K+,O10I70K+,O11I70K+,O12I70K+,O13I70K+,O14I70K+,U7I70K+,U8I70K+,U9I70K+,U10I70K+,U11I70K+,U12I70K+,U13I70K+,U14I70K+,O7I80K+,O8I80K+,O9I80K+,O10I80K+,O11I80K+,O12I80K+,O13I80K+,O14I80K+,U7I80K+,U8I80K+,U9I80K+,U10I80K+,U11I80K+,U12I80K+,U13I80K+,U14I80K+,O7I90K+,O8I90K+,O9I90K+,O10I90K+,O11I90K+,O12I90K+,O13I90K+,O14I90K+,U7I90K+,U8I90K+,U9I90K+,U10I90K+,U11I90K+,U12I90K+,U13I90K+,U14I90K+,O7I100K+,O8I100K+,O9I100K+,O10I100K+,O11I100K+,O12I100K+,O13I100K+,O14I100K+,U7I100K+,U8I100K+,U9I100K+,U10I100K+,U11I100K+,U12I100K+,U13I100K+,U14I100K+
0,2021-10-05,10,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92375,0.1123333333333333,0.0,1.0225833333333334,0.0,0.0,0.4498333333333333,0.0,0.2466666666666666,0.0,0.0,7,1,0,3,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,99.311125,6.704166666666666,13.015666666666664,12.194583333333334,9.968374999999998,12.486,13.330166666666663,6.241958333333334,10.342041666666669,5.9904166666666665,2.1914583333333333,6,6,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.181875,18.52391666666667,24.765875000000005,38.096041666666665,50.58204166666667,60.55041666666666,72.74499999999999,85.76066666666667,90.273375,84.28295833333334,73.94091666666667,67.69895833333334,54.36879166666667,41.88279166666666,31.914416666666664,19.71983333333333,1.7190833333333333,1.7190833333333333,0.6964999999999999,0.6964999999999999,0.6964999999999999,0.2466666666666666,0.2466666666666666,0.0,0.1123333333333333,1.1349166666666668,1.1349166666666668,1.1349166666666668,1.58475,1.58475,1.8314166666666667,1.8314166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-10-06,10,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.123000000000005,0.6559166666666666,6.422916666666667,0.3794166666666667,0.1844166666666666,0.0905,0.3692499999999999,0.3545,0.0,0.0,0.0,17,1,9,1,1,1,3,1,0,0,0,2.077166666666667,0.0,2.077166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,0,0,0,0,0.1485,0.0,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,119.56858333333332,6.7805,24.24125,11.273208333333336,8.971541666666665,11.342708333333333,14.135416666666664,13.958125,10.712958333333336,4.077041666666666,3.8420416666666655,16,7,6,5,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,13,16,17,17,17,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.919083333333331,18.63204166666667,32.59016666666667,46.72558333333333,58.06829166666667,67.03983333333333,78.31304166666666,102.55429166666664,105.49275,101.41570833333334,90.70275000000001,76.74462500000001,62.60920833333334,51.26650000000001,42.29495833333334,31.02175,7.800999999999999,1.3780833333333333,0.9986666666666666,0.8142499999999999,0.7237499999999999,0.3545,0.0,0.0,7.078833333333333,7.45825,7.642666666666666,7.733166666666666,8.102416666666665,8.456916666666665,8.456916666666665,8.456916666666665,2.077166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077166666666667,2.077166666666667,2.077166666666667,2.077166666666667,2.077166666666667,2.077166666666667,2.077166666666667,2.077166666666667,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-10-07,10,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.004166666666666,0.0025833333333333,0.13425,2.4210833333333333,0.0,0.0,0.0,1.4462499999999998,0.0,0.0,0.0,9,1,1,3,0,0,0,4,0,0,0,0.533,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,112.02866666666668,7.285166666666666,12.843083333333333,17.541666666666668,7.8175,11.400791666666668,12.425416666666663,16.605874999999997,9.516166666666669,4.625249999999999,3.2630416666666666,8,7,4,4,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,9,9,9,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.888291666666666,17.404458333333334,34.010333333333335,46.43575,57.83654166666667,65.65404166666667,83.19570833333331,96.03879166666665,100.06091666666666,95.43566666666666,85.9195,69.313625,56.88820833333334,45.48741666666667,37.669916666666666,20.128249999999998,4.0015833333333335,3.867333333333333,1.4462499999999998,1.4462499999999998,1.4462499999999998,1.4462499999999998,0.0,0.0,0.1368333333333333,2.5579166666666664,2.5579166666666664,2.5579166666666664,2.5579166666666664,4.004166666666666,4.004166666666666,4.004166666666666,0.533,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-10-08,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.42658333333333,0.0,0.0,0.0,0.0,21.80825,21.456041666666668,6.724333333333333,9.573291666666666,0.0435416666666666,0.0,43,0,0,0,0,11,12,7,12,1,0,31.306166666666662,0.0,0.0,0.0,0.0,14.018666666666665,12.377458333333331,2.41675,1.912833333333333,0.0,0.0,29,0,0,0,0,9,11,4,5,0,0,13.003666666666668,0.0,0.0,0.0,0.0,7.942749999999999,4.831166666666666,0.2297499999999999,0.0,0.0,0.0,13,0,0,0,0,5,7,1,0,0,0,5.633750000000001,0.0,0.0,0.0,0.0,4.694583333333334,0.9391666666666668,0.0,0.0,0.0,0.0,6,0,0,0,0,3,3,0,0,0,0,2.382083333333333,0.0,0.0,0.0,0.0,2.382083333333333,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,2,0,0,0,0,0,0.7154166666666667,0.0,0.0,0.0,0.0,0.7154166666666667,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,189.17558333333332,4.718875000000001,8.389999999999999,9.233583333333334,12.1055,40.075291666666665,39.789375,22.18041666666667,27.906624999999995,6.424625,4.320583333333333,43,43,43,43,32,20,13,1,29,29,29,29,20,9,5,0,13,13,13,13,8,1,0,0,6,6,6,6,3,0,0,0,2,2,2,2,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,30,42,43,0,0,0,9,20,24,29,29,0,0,0,5,12,13,13,13,0,0,0,3,6,6,6,6,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.745208333333334,38.65183333333333,60.832249999999995,100.621625,140.69691666666665,152.80241666666666,162.036,170.426,170.82429166666665,164.39966666666666,136.49304166666667,114.312625,74.52324999999999,34.44795833333333,22.342458333333333,13.108875,59.60545833333333,59.60545833333333,59.60545833333333,59.60545833333333,37.79720833333334,16.341166666666666,9.616833333333332,0.0435416666666666,0.0,0.0,0.0,21.80825,43.264291666666665,49.988625,59.56191666666666,59.60545833333333,30.72570833333333,30.72570833333333,30.72570833333333,30.72570833333333,16.707041666666665,4.329583333333333,1.912833333333333,0.0,0.0,0.0,0.0,14.018666666666665,26.396124999999998,28.812875,30.72570833333333,30.72570833333333,13.003666666666664,13.003666666666664,13.003666666666664,13.003666666666664,5.0609166666666665,0.2297499999999999,0.0,0.0,0.0,0.0,0.0,7.942749999999999,12.773916666666665,13.003666666666664,13.003666666666664,13.003666666666664,5.633750000000001,5.633750000000001,5.633750000000001,5.633750000000001,0.9391666666666668,0.0,0.0,0.0,0.0,0.0,0.0,4.694583333333334,5.633750000000001,5.633750000000001,5.633750000000001,5.633750000000001,2.382083333333333,2.382083333333333,2.382083333333333,2.382083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.382083333333333,2.382083333333333,2.382083333333333,2.382083333333333,2.382083333333333,0.7154166666666667,0.7154166666666667,0.7154166666666667,0.7154166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154166666666667,0.7154166666666667,0.7154166666666667,0.7154166666666667,0.7154166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
