,Date,Month,Day,Hour,Minute,Power,Central,Domar,Tiunda,Ärentuna,Stenhagen
19357,2022-03-15,3,15,9,5,29960.0,1,0,0,0,0
19358,2022-03-15,3,15,9,10,47099.0,1,0,0,0,0
19359,2022-03-15,3,15,9,15,76234.0,1,0,0,0,0
19360,2022-03-15,3,15,9,20,53402.0,1,0,0,0,0
19361,2022-03-15,3,15,9,25,41498.0,1,0,0,0,0
19362,2022-03-15,3,15,9,30,44786.0,1,0,0,0,0
19363,2022-03-15,3,15,9,35,64992.0,1,0,0,0,0
19364,2022-03-15,3,15,9,40,50817.0,1,0,0,0,0
19365,2022-03-15,3,15,9,45,66424.0,1,0,0,0,0
19366,2022-03-15,3,15,9,50,51066.0,1,0,0,0,0
19367,2022-03-15,3,15,9,55,46247.0,1,0,0,0,0
19368,2022-03-15,3,15,10,0,47628.0,1,0,0,0,0
19369,2022-03-15,3,15,10,5,73371.0,1,0,0,0,0
19370,2022-03-15,3,15,10,10,61714.0,1,0,0,0,0
19371,2022-03-15,3,15,10,15,25171.0,1,0,0,0,0
19372,2022-03-15,3,15,10,20,7883.0,1,0,0,0,0
19373,2022-03-15,3,15,10,25,12829.0,1,0,0,0,0
19374,2022-03-15,3,15,10,30,38379.0,1,0,0,0,0
19375,2022-03-15,3,15,10,35,25658.0,1,0,0,0,0
19376,2022-03-15,3,15,10,40,29704.0,1,0,0,0,0
19377,2022-03-15,3,15,10,45,26476.0,1,0,0,0,0
19378,2022-03-15,3,15,10,50,29864.0,1,0,0,0,0
19379,2022-03-15,3,15,10,55,35154.0,1,0,0,0,0
19380,2022-03-15,3,15,11,0,30112.0,1,0,0,0,0
19381,2022-03-15,3,15,11,5,29773.0,1,0,0,0,0
19382,2022-03-15,3,15,11,10,27223.0,1,0,0,0,0
19383,2022-03-15,3,15,11,15,59529.0,1,0,0,0,0
19384,2022-03-15,3,15,11,20,47890.0,1,0,0,0,0
19385,2022-03-15,3,15,11,25,36254.0,1,0,0,0,0
19386,2022-03-15,3,15,11,30,34568.0,1,0,0,0,0
19387,2022-03-15,3,15,11,35,40701.0,1,0,0,0,0
19388,2022-03-15,3,15,11,40,42100.0,1,0,0,0,0
19389,2022-03-15,3,15,11,45,33406.0,1,0,0,0,0
19390,2022-03-15,3,15,11,50,34982.0,1,0,0,0,0
19391,2022-03-15,3,15,11,55,36608.0,1,0,0,0,0
19392,2022-03-15,3,15,12,0,22678.0,1,0,0,0,0
19393,2022-03-15,3,15,12,5,28514.0,1,0,0,0,0
19394,2022-03-15,3,15,12,10,24705.0,1,0,0,0,0
19395,2022-03-15,3,15,12,15,21604.0,1,0,0,0,0
19396,2022-03-15,3,15,12,20,28372.0,1,0,0,0,0
19397,2022-03-15,3,15,12,25,20886.0,1,0,0,0,0
19398,2022-03-15,3,15,12,30,24904.0,1,0,0,0,0
19399,2022-03-15,3,15,12,35,22355.0,1,0,0,0,0
19400,2022-03-15,3,15,12,40,21608.0,1,0,0,0,0
19401,2022-03-15,3,15,12,45,13946.0,1,0,0,0,0
19402,2022-03-15,3,15,12,50,5652.0,1,0,0,0,0
19403,2022-03-15,3,15,12,55,5843.0,1,0,0,0,0
19404,2022-03-15,3,15,13,0,6662.0,1,0,0,0,0
19405,2022-03-15,3,15,13,5,11792.0,1,0,0,0,0
19406,2022-03-15,3,15,13,10,36982.0,1,0,0,0,0
19407,2022-03-15,3,15,13,15,26549.0,1,0,0,0,0
19408,2022-03-15,3,15,13,20,32014.0,1,0,0,0,0
19409,2022-03-15,3,15,13,25,26145.0,1,0,0,0,0
19410,2022-03-15,3,15,13,30,17177.0,1,0,0,0,0
19411,2022-03-15,3,15,13,35,19365.0,1,0,0,0,0
19412,2022-03-15,3,15,13,40,18645.0,1,0,0,0,0
19413,2022-03-15,3,15,13,45,25560.0,1,0,0,0,0
19414,2022-03-15,3,15,13,50,38516.0,1,0,0,0,0
19415,2022-03-15,3,15,13,55,23506.0,1,0,0,0,0
19416,2022-03-15,3,15,14,0,20352.0,1,0,0,0,0
19417,2022-03-15,3,15,14,5,27286.0,1,0,0,0,0
19418,2022-03-15,3,15,14,10,7061.0,1,0,0,0,0
19419,2022-03-15,3,15,14,15,7272.0,1,0,0,0,0
19420,2022-03-15,3,15,14,20,8267.0,1,0,0,0,0
19421,2022-03-15,3,15,14,25,8280.0,1,0,0,0,0
19422,2022-03-15,3,15,14,30,8840.0,1,0,0,0,0
19423,2022-03-15,3,15,14,35,9094.0,1,0,0,0,0
19424,2022-03-15,3,15,14,40,8957.0,1,0,0,0,0
19425,2022-03-15,3,15,14,45,7596.0,1,0,0,0,0
19426,2022-03-15,3,15,14,50,7974.0,1,0,0,0,0
19427,2022-03-15,3,15,14,55,7064.0,1,0,0,0,0
19428,2022-03-15,3,15,15,0,7624.0,1,0,0,0,0
19429,2022-03-15,3,15,15,5,7035.0,1,0,0,0,0
19430,2022-03-15,3,15,15,10,6944.0,1,0,0,0,0
19431,2022-03-15,3,15,15,15,5706.0,1,0,0,0,0
19432,2022-03-15,3,15,15,20,5284.0,1,0,0,0,0
19433,2022-03-15,3,15,15,25,6684.0,1,0,0,0,0
19434,2022-03-15,3,15,15,30,4775.0,1,0,0,0,0
19435,2022-03-15,3,15,15,35,6198.0,1,0,0,0,0
19436,2022-03-15,3,15,15,40,6313.0,1,0,0,0,0
19437,2022-03-15,3,15,15,45,5090.0,1,0,0,0,0
19438,2022-03-15,3,15,15,50,5014.0,1,0,0,0,0
19439,2022-03-15,3,15,15,55,4558.0,1,0,0,0,0
19440,2022-03-16,3,16,6,0,1878.0,1,0,0,0,0
19441,2022-03-16,3,16,6,5,1980.0,1,0,0,0,0
19442,2022-03-16,3,16,6,10,2078.0,1,0,0,0,0
19443,2022-03-16,3,16,6,15,1822.0,1,0,0,0,0
19444,2022-03-16,3,16,6,20,1752.0,1,0,0,0,0
19445,2022-03-16,3,16,6,25,7048.0,1,0,0,0,0
19446,2022-03-16,3,16,6,30,16124.0,1,0,0,0,0
19447,2022-03-16,3,16,6,35,33449.0,1,0,0,0,0
19448,2022-03-16,3,16,6,40,58319.0,1,0,0,0,0
19449,2022-03-16,3,16,6,45,37042.0,1,0,0,0,0
19450,2022-03-16,3,16,6,50,35605.0,1,0,0,0,0
19451,2022-03-16,3,16,6,55,50870.0,1,0,0,0,0
19452,2022-03-16,3,16,7,0,47317.0,1,0,0,0,0
19453,2022-03-16,3,16,7,5,24485.0,1,0,0,0,0
19454,2022-03-16,3,16,7,10,30990.0,1,0,0,0,0
19455,2022-03-16,3,16,7,15,31376.0,1,0,0,0,0
19456,2022-03-16,3,16,7,20,24995.0,1,0,0,0,0
19457,2022-03-16,3,16,7,25,31088.0,1,0,0,0,0
19458,2022-03-16,3,16,7,30,39102.0,1,0,0,0,0
19459,2022-03-16,3,16,7,35,14224.0,1,0,0,0,0
19460,2022-03-16,3,16,7,40,37104.0,1,0,0,0,0
19461,2022-03-16,3,16,7,45,23399.0,1,0,0,0,0
19462,2022-03-16,3,16,7,50,38794.0,1,0,0,0,0
19463,2022-03-16,3,16,7,55,31866.0,1,0,0,0,0
19464,2022-03-16,3,16,8,0,30388.0,1,0,0,0,0
19465,2022-03-16,3,16,8,5,44607.0,1,0,0,0,0
19466,2022-03-16,3,16,8,10,50302.0,1,0,0,0,0
19467,2022-03-16,3,16,8,15,38039.0,1,0,0,0,0
19468,2022-03-16,3,16,8,20,32062.0,1,0,0,0,0
19469,2022-03-16,3,16,8,25,18630.0,1,0,0,0,0
19470,2022-03-16,3,16,8,30,21739.0,1,0,0,0,0
19471,2022-03-16,3,16,8,35,74528.0,1,0,0,0,0
19472,2022-03-16,3,16,8,40,58073.0,1,0,0,0,0
19473,2022-03-16,3,16,8,45,68294.0,1,0,0,0,0
19474,2022-03-16,3,16,8,50,43604.0,1,0,0,0,0
19475,2022-03-16,3,16,8,55,46229.0,1,0,0,0,0
19476,2022-03-16,3,16,9,0,32558.0,1,0,0,0,0
19477,2022-03-16,3,16,9,5,58620.0,1,0,0,0,0
19478,2022-03-16,3,16,9,10,71032.0,1,0,0,0,0
19479,2022-03-16,3,16,9,15,49995.0,1,0,0,0,0
19480,2022-03-16,3,16,9,20,44572.0,1,0,0,0,0
19481,2022-03-16,3,16,9,25,23551.0,1,0,0,0,0
19482,2022-03-16,3,16,9,30,21563.0,1,0,0,0,0
19483,2022-03-16,3,16,9,35,9039.0,1,0,0,0,0
19484,2022-03-16,3,16,9,40,6290.0,1,0,0,0,0
19485,2022-03-16,3,16,9,45,7412.0,1,0,0,0,0
19486,2022-03-16,3,16,9,50,6340.0,1,0,0,0,0
19487,2022-03-16,3,16,9,55,19588.0,1,0,0,0,0
19488,2022-03-16,3,16,10,0,47158.0,1,0,0,0,0
19489,2022-03-16,3,16,10,5,40752.0,1,0,0,0,0
19490,2022-03-16,3,16,10,10,36187.0,1,0,0,0,0
19491,2022-03-16,3,16,10,15,18392.0,1,0,0,0,0
19492,2022-03-16,3,16,10,20,29288.0,1,0,0,0,0
19493,2022-03-16,3,16,10,25,12312.0,1,0,0,0,0
19494,2022-03-16,3,16,10,30,25400.0,1,0,0,0,0
19495,2022-03-16,3,16,10,35,43320.0,1,0,0,0,0
19496,2022-03-16,3,16,10,40,44765.0,1,0,0,0,0
19497,2022-03-16,3,16,10,45,43365.0,1,0,0,0,0
19498,2022-03-16,3,16,10,50,44364.0,1,0,0,0,0
19499,2022-03-16,3,16,10,55,36876.0,1,0,0,0,0
19500,2022-03-16,3,16,11,0,34564.0,1,0,0,0,0
19501,2022-03-16,3,16,11,5,66388.0,1,0,0,0,0
19502,2022-03-16,3,16,11,10,53561.0,1,0,0,0,0
19503,2022-03-16,3,16,11,15,58235.0,1,0,0,0,0
19504,2022-03-16,3,16,11,20,55962.0,1,0,0,0,0
19505,2022-03-16,3,16,11,25,42811.0,1,0,0,0,0
19506,2022-03-16,3,16,11,30,87279.0,1,0,0,0,0
19507,2022-03-16,3,16,11,35,80509.0,1,0,0,0,0
19508,2022-03-16,3,16,11,40,64298.0,1,0,0,0,0
19509,2022-03-16,3,16,11,45,66859.0,1,0,0,0,0
19510,2022-03-16,3,16,11,50,46759.0,1,0,0,0,0
19511,2022-03-16,3,16,11,55,34157.0,1,0,0,0,0
19512,2022-03-16,3,16,12,0,28840.0,1,0,0,0,0
19513,2022-03-16,3,16,12,5,21364.0,1,0,0,0,0
19514,2022-03-16,3,16,12,10,32180.0,1,0,0,0,0
19515,2022-03-16,3,16,12,15,30456.0,1,0,0,0,0
19516,2022-03-16,3,16,12,20,30004.0,1,0,0,0,0
19517,2022-03-16,3,16,12,25,44189.0,1,0,0,0,0
19518,2022-03-16,3,16,12,30,32815.0,1,0,0,0,0
19519,2022-03-16,3,16,12,35,9929.0,1,0,0,0,0
19520,2022-03-16,3,16,12,40,9172.0,1,0,0,0,0
19521,2022-03-16,3,16,12,45,9987.0,1,0,0,0,0
19522,2022-03-16,3,16,12,50,8339.0,1,0,0,0,0
19523,2022-03-16,3,16,12,55,8544.0,1,0,0,0,0
19524,2022-03-16,3,16,13,0,29980.0,1,0,0,0,0
19525,2022-03-16,3,16,13,5,43014.0,1,0,0,0,0
19526,2022-03-16,3,16,13,10,39963.0,1,0,0,0,0
19527,2022-03-16,3,16,13,15,37172.0,1,0,0,0,0
19528,2022-03-16,3,16,13,20,29829.0,1,0,0,0,0
19529,2022-03-16,3,16,13,25,43572.0,1,0,0,0,0
19530,2022-03-16,3,16,13,30,33763.0,1,0,0,0,0
19531,2022-03-16,3,16,13,35,35746.0,1,0,0,0,0
19532,2022-03-16,3,16,13,40,35754.0,1,0,0,0,0
19533,2022-03-16,3,16,13,45,39926.0,1,0,0,0,0
19534,2022-03-16,3,16,13,50,24317.0,1,0,0,0,0
19535,2022-03-16,3,16,13,55,21225.0,1,0,0,0,0
19536,2022-03-16,3,16,14,0,27628.0,1,0,0,0,0
19537,2022-03-16,3,16,14,5,10370.0,1,0,0,0,0
19538,2022-03-16,3,16,14,10,11678.0,1,0,0,0,0
19539,2022-03-16,3,16,14,15,7930.0,1,0,0,0,0
19540,2022-03-16,3,16,14,20,4944.0,1,0,0,0,0
19541,2022-03-16,3,16,14,25,6304.0,1,0,0,0,0
19542,2022-03-16,3,16,14,30,5229.0,1,0,0,0,0
19543,2022-03-16,3,16,14,35,5048.0,1,0,0,0,0
19544,2022-03-16,3,16,14,40,4634.0,1,0,0,0,0
19545,2022-03-16,3,16,14,45,5277.0,1,0,0,0,0
19546,2022-03-16,3,16,14,50,4976.0,1,0,0,0,0
19547,2022-03-16,3,16,14,55,6274.0,1,0,0,0,0
19548,2022-03-16,3,16,15,0,5862.0,1,0,0,0,0
19549,2022-03-16,3,16,15,5,7136.0,1,0,0,0,0
19550,2022-03-16,3,16,15,10,8022.0,1,0,0,0,0
19551,2022-03-16,3,16,15,15,7206.0,1,0,0,0,0
19552,2022-03-16,3,16,15,20,6372.0,1,0,0,0,0
19553,2022-03-16,3,16,15,25,7246.0,1,0,0,0,0
19554,2022-03-16,3,16,15,30,6632.0,1,0,0,0,0
19555,2022-03-16,3,16,15,35,6903.0,1,0,0,0,0
19556,2022-03-16,3,16,15,40,6878.0,1,0,0,0,0
19557,2022-03-16,3,16,15,45,6850.0,1,0,0,0,0
19558,2022-03-16,3,16,15,50,6889.0,1,0,0,0,0
19559,2022-03-16,3,16,15,55,6230.0,1,0,0,0,0
19560,2022-03-17,3,17,6,0,2202.0,1,0,0,0,0
19561,2022-03-17,3,17,6,5,2360.0,1,0,0,0,0
19562,2022-03-17,3,17,6,10,1960.0,1,0,0,0,0
19563,2022-03-17,3,17,6,15,2295.0,1,0,0,0,0
19564,2022-03-17,3,17,6,20,2455.0,1,0,0,0,0
19565,2022-03-17,3,17,6,25,2866.0,1,0,0,0,0
19566,2022-03-17,3,17,6,30,20365.0,1,0,0,0,0
19567,2022-03-17,3,17,6,35,19378.0,1,0,0,0,0
19568,2022-03-17,3,17,6,40,41622.0,1,0,0,0,0
19569,2022-03-17,3,17,6,45,55708.0,1,0,0,0,0
19570,2022-03-17,3,17,6,50,31606.0,1,0,0,0,0
19571,2022-03-17,3,17,6,55,15280.0,1,0,0,0,0
19572,2022-03-17,3,17,7,0,21852.0,1,0,0,0,0
19573,2022-03-17,3,17,7,5,36764.0,1,0,0,0,0
19574,2022-03-17,3,17,7,10,37822.0,1,0,0,0,0
19575,2022-03-17,3,17,7,15,23981.0,1,0,0,0,0
19576,2022-03-17,3,17,7,20,10724.0,1,0,0,0,0
19577,2022-03-17,3,17,7,25,21757.0,1,0,0,0,0
19578,2022-03-17,3,17,7,30,13498.0,1,0,0,0,0
19579,2022-03-17,3,17,7,35,22833.0,1,0,0,0,0
19580,2022-03-17,3,17,7,40,28689.0,1,0,0,0,0
19581,2022-03-17,3,17,7,45,27555.0,1,0,0,0,0
19582,2022-03-17,3,17,7,50,33857.0,1,0,0,0,0
19583,2022-03-17,3,17,7,55,20836.0,1,0,0,0,0
19584,2022-03-17,3,17,8,0,17505.0,1,0,0,0,0
19585,2022-03-17,3,17,8,5,50032.0,1,0,0,0,0
19586,2022-03-17,3,17,8,10,65554.0,1,0,0,0,0
19587,2022-03-17,3,17,8,15,54330.0,1,0,0,0,0
19588,2022-03-17,3,17,8,20,55247.0,1,0,0,0,0
19589,2022-03-17,3,17,8,25,38681.0,1,0,0,0,0
19590,2022-03-17,3,17,8,30,22714.0,1,0,0,0,0
19591,2022-03-17,3,17,8,35,32876.0,1,0,0,0,0
19592,2022-03-17,3,17,8,40,25589.0,1,0,0,0,0
19593,2022-03-17,3,17,8,45,35227.0,1,0,0,0,0
19594,2022-03-17,3,17,8,50,15651.0,1,0,0,0,0
19595,2022-03-17,3,17,8,55,39800.0,1,0,0,0,0
19596,2022-03-17,3,17,9,0,65464.0,1,0,0,0,0
19597,2022-03-17,3,17,9,5,70775.0,1,0,0,0,0
19598,2022-03-17,3,17,9,10,62116.0,1,0,0,0,0
19599,2022-03-17,3,17,9,15,58524.0,1,0,0,0,0
19600,2022-03-17,3,17,9,20,64781.0,1,0,0,0,0
19601,2022-03-17,3,17,9,25,43010.0,1,0,0,0,0
19602,2022-03-17,3,17,9,30,78517.0,1,0,0,0,0
19603,2022-03-17,3,17,9,35,39879.0,1,0,0,0,0
19604,2022-03-17,3,17,9,40,27484.0,1,0,0,0,0
19605,2022-03-17,3,17,9,45,11270.0,1,0,0,0,0
19606,2022-03-17,3,17,9,50,25821.0,1,0,0,0,0
19607,2022-03-17,3,17,9,55,37920.0,1,0,0,0,0
19608,2022-03-17,3,17,10,0,68455.0,1,0,0,0,0
19609,2022-03-17,3,17,10,5,88047.0,1,0,0,0,0
19610,2022-03-17,3,17,10,10,107510.0,1,0,0,0,0
19611,2022-03-17,3,17,10,15,79586.0,1,0,0,0,0
19612,2022-03-17,3,17,10,20,51856.0,1,0,0,0,0
19613,2022-03-17,3,17,10,25,50833.0,1,0,0,0,0
19614,2022-03-17,3,17,10,30,27362.0,1,0,0,0,0
19615,2022-03-17,3,17,10,35,17759.0,1,0,0,0,0
19616,2022-03-17,3,17,10,40,36579.0,1,0,0,0,0
19617,2022-03-17,3,17,10,45,61396.0,1,0,0,0,0
19618,2022-03-17,3,17,10,50,59087.0,1,0,0,0,0
19619,2022-03-17,3,17,10,55,52387.0,1,0,0,0,0
19620,2022-03-17,3,17,11,0,55210.0,1,0,0,0,0
19621,2022-03-17,3,17,11,5,64627.0,1,0,0,0,0
19622,2022-03-17,3,17,11,10,59330.0,1,0,0,0,0
19623,2022-03-17,3,17,11,15,33766.0,1,0,0,0,0
19624,2022-03-17,3,17,11,20,30744.0,1,0,0,0,0
19625,2022-03-17,3,17,11,25,50800.0,1,0,0,0,0
19626,2022-03-17,3,17,11,30,45211.0,1,0,0,0,0
19627,2022-03-17,3,17,11,35,61303.0,1,0,0,0,0
19628,2022-03-17,3,17,11,40,57036.0,1,0,0,0,0
19629,2022-03-17,3,17,11,45,57950.0,1,0,0,0,0
19630,2022-03-17,3,17,11,50,57798.0,1,0,0,0,0
19631,2022-03-17,3,17,11,55,35319.0,1,0,0,0,0
19632,2022-03-17,3,17,12,0,33228.0,1,0,0,0,0
19633,2022-03-17,3,17,12,5,23635.0,1,0,0,0,0
19634,2022-03-17,3,17,12,10,24790.0,1,0,0,0,0
19635,2022-03-17,3,17,12,15,12909.0,1,0,0,0,0
19636,2022-03-17,3,17,12,20,29559.0,1,0,0,0,0
19637,2022-03-17,3,17,12,25,36919.0,1,0,0,0,0
19638,2022-03-17,3,17,12,30,23458.0,1,0,0,0,0
19639,2022-03-17,3,17,12,35,11134.0,1,0,0,0,0
19640,2022-03-17,3,17,12,40,10354.0,1,0,0,0,0
19641,2022-03-17,3,17,12,45,9520.0,1,0,0,0,0
19642,2022-03-17,3,17,12,50,7307.0,1,0,0,0,0
19643,2022-03-17,3,17,12,55,11444.0,1,0,0,0,0
19644,2022-03-17,3,17,13,0,12078.0,1,0,0,0,0
19645,2022-03-17,3,17,13,5,24029.0,1,0,0,0,0
19646,2022-03-17,3,17,13,10,28878.0,1,0,0,0,0
19647,2022-03-17,3,17,13,15,32176.0,1,0,0,0,0
19648,2022-03-17,3,17,13,20,30944.0,1,0,0,0,0
19649,2022-03-17,3,17,13,25,30216.0,1,0,0,0,0
19650,2022-03-17,3,17,13,30,28696.0,1,0,0,0,0
19651,2022-03-17,3,17,13,35,15033.0,1,0,0,0,0
19652,2022-03-17,3,17,13,40,28041.0,1,0,0,0,0
19653,2022-03-17,3,17,13,45,28425.0,1,0,0,0,0
19654,2022-03-17,3,17,13,50,23532.0,1,0,0,0,0
19655,2022-03-17,3,17,13,55,21354.0,1,0,0,0,0
19656,2022-03-17,3,17,14,0,27797.0,1,0,0,0,0
19657,2022-03-17,3,17,14,5,25236.0,1,0,0,0,0
19658,2022-03-17,3,17,14,10,9298.0,1,0,0,0,0
19659,2022-03-17,3,17,14,15,5514.0,1,0,0,0,0
19660,2022-03-17,3,17,14,20,4938.0,1,0,0,0,0
19661,2022-03-17,3,17,14,25,5021.0,1,0,0,0,0
19662,2022-03-17,3,17,14,30,4888.0,1,0,0,0,0
19663,2022-03-17,3,17,14,35,4847.0,1,0,0,0,0
19664,2022-03-17,3,17,14,40,4434.0,1,0,0,0,0
19665,2022-03-17,3,17,14,45,5668.0,1,0,0,0,0
19666,2022-03-17,3,17,14,50,6784.0,1,0,0,0,0
19667,2022-03-17,3,17,14,55,5622.0,1,0,0,0,0
19668,2022-03-17,3,17,15,0,4828.0,1,0,0,0,0
19669,2022-03-17,3,17,15,5,6143.0,1,0,0,0,0
19670,2022-03-17,3,17,15,10,8194.0,1,0,0,0,0
19671,2022-03-17,3,17,15,15,8517.0,1,0,0,0,0
19672,2022-03-17,3,17,15,20,9538.0,1,0,0,0,0
19673,2022-03-17,3,17,15,25,7693.0,1,0,0,0,0
19674,2022-03-17,3,17,15,30,7860.0,1,0,0,0,0
19675,2022-03-17,3,17,15,35,8535.0,1,0,0,0,0
19676,2022-03-17,3,17,15,40,7213.0,1,0,0,0,0
19677,2022-03-17,3,17,15,45,6666.0,1,0,0,0,0
19678,2022-03-17,3,17,15,50,6841.0,1,0,0,0,0
19679,2022-03-17,3,17,15,55,6211.0,1,0,0,0,0
19680,2022-03-18,3,18,6,0,1951.0,1,0,0,0,0
19681,2022-03-18,3,18,6,5,2060.0,1,0,0,0,0
19682,2022-03-18,3,18,6,10,2193.0,1,0,0,0,0
19683,2022-03-18,3,18,6,15,2389.0,1,0,0,0,0
19684,2022-03-18,3,18,6,20,2204.0,1,0,0,0,0
19685,2022-03-18,3,18,6,25,8146.0,1,0,0,0,0
19686,2022-03-18,3,18,6,30,15739.0,1,0,0,0,0
19687,2022-03-18,3,18,6,35,33869.0,1,0,0,0,0
19688,2022-03-18,3,18,6,40,36728.0,1,0,0,0,0
19689,2022-03-18,3,18,6,45,30875.0,1,0,0,0,0
19690,2022-03-18,3,18,6,50,33246.0,1,0,0,0,0
19691,2022-03-18,3,18,6,55,20460.0,1,0,0,0,0
19692,2022-03-18,3,18,7,0,24008.0,1,0,0,0,0
19693,2022-03-18,3,18,7,5,21656.0,1,0,0,0,0
19694,2022-03-18,3,18,7,10,13686.0,1,0,0,0,0
19695,2022-03-18,3,18,7,15,16569.0,1,0,0,0,0
19696,2022-03-18,3,18,7,20,13498.0,1,0,0,0,0
19697,2022-03-18,3,18,7,25,13187.0,1,0,0,0,0
19698,2022-03-18,3,18,7,30,14564.0,1,0,0,0,0
19699,2022-03-18,3,18,7,35,22057.0,1,0,0,0,0
19700,2022-03-18,3,18,7,40,13067.0,1,0,0,0,0
19701,2022-03-18,3,18,7,45,17779.0,1,0,0,0,0
19702,2022-03-18,3,18,7,50,38215.0,1,0,0,0,0
19703,2022-03-18,3,18,7,55,45500.0,1,0,0,0,0
19704,2022-03-18,3,18,8,0,79133.0,1,0,0,0,0
19705,2022-03-18,3,18,8,5,56528.0,1,0,0,0,0
19706,2022-03-18,3,18,8,10,36240.0,1,0,0,0,0
19707,2022-03-18,3,18,8,15,34744.0,1,0,0,0,0
19708,2022-03-18,3,18,8,20,44987.0,1,0,0,0,0
19709,2022-03-18,3,18,8,25,35625.0,1,0,0,0,0
19710,2022-03-18,3,18,8,30,36746.0,1,0,0,0,0
19711,2022-03-18,3,18,8,35,15006.0,1,0,0,0,0
19712,2022-03-18,3,18,8,40,32660.0,1,0,0,0,0
19713,2022-03-18,3,18,8,45,43608.0,1,0,0,0,0
19714,2022-03-18,3,18,8,50,37164.0,1,0,0,0,0
19715,2022-03-18,3,18,8,55,32937.0,1,0,0,0,0
19716,2022-03-18,3,18,9,0,50672.0,1,0,0,0,0
19717,2022-03-18,3,18,9,5,55624.0,1,0,0,0,0
19718,2022-03-18,3,18,9,10,58836.0,1,0,0,0,0
19719,2022-03-18,3,18,9,15,40993.0,1,0,0,0,0
19720,2022-03-18,3,18,9,20,33998.0,1,0,0,0,0
19721,2022-03-18,3,18,9,25,29381.0,1,0,0,0,0
19722,2022-03-18,3,18,9,30,44837.0,1,0,0,0,0
19723,2022-03-18,3,18,9,35,27639.0,1,0,0,0,0
19724,2022-03-18,3,18,9,40,15380.0,1,0,0,0,0
19725,2022-03-18,3,18,9,45,15672.0,1,0,0,0,0
19726,2022-03-18,3,18,9,50,21921.0,1,0,0,0,0
19727,2022-03-18,3,18,9,55,32413.0,1,0,0,0,0
19728,2022-03-18,3,18,10,0,16884.0,1,0,0,0,0
19729,2022-03-18,3,18,10,5,42103.0,1,0,0,0,0
19730,2022-03-18,3,18,10,10,36746.0,1,0,0,0,0
19731,2022-03-18,3,18,10,15,49485.0,1,0,0,0,0
19732,2022-03-18,3,18,10,20,51200.0,1,0,0,0,0
19733,2022-03-18,3,18,10,25,43835.0,1,0,0,0,0
19734,2022-03-18,3,18,10,30,30466.0,1,0,0,0,0
19735,2022-03-18,3,18,10,35,46538.0,1,0,0,0,0
19736,2022-03-18,3,18,10,40,44132.0,1,0,0,0,0
19737,2022-03-18,3,18,10,45,39529.0,1,0,0,0,0
19738,2022-03-18,3,18,10,50,28243.0,1,0,0,0,0
19739,2022-03-18,3,18,10,55,20844.0,1,0,0,0,0
19740,2022-03-18,3,18,11,0,48123.0,1,0,0,0,0
19741,2022-03-18,3,18,11,5,55914.0,1,0,0,0,0
19742,2022-03-18,3,18,11,10,45460.0,1,0,0,0,0
19743,2022-03-18,3,18,11,15,28044.0,1,0,0,0,0
19744,2022-03-18,3,18,11,20,29218.0,1,0,0,0,0
19745,2022-03-18,3,18,11,25,28058.0,1,0,0,0,0
19746,2022-03-18,3,18,11,30,43951.0,1,0,0,0,0
19747,2022-03-18,3,18,11,35,47620.0,1,0,0,0,0
19748,2022-03-18,3,18,11,40,24998.0,1,0,0,0,0
19749,2022-03-18,3,18,11,45,27214.0,1,0,0,0,0
19750,2022-03-18,3,18,11,50,14902.0,1,0,0,0,0
19751,2022-03-18,3,18,11,55,21264.0,1,0,0,0,0
19752,2022-03-18,3,18,12,0,18077.0,1,0,0,0,0
19753,2022-03-18,3,18,12,5,12759.0,1,0,0,0,0
19754,2022-03-18,3,18,12,10,48035.0,1,0,0,0,0
19755,2022-03-18,3,18,12,15,42354.0,1,0,0,0,0
19756,2022-03-18,3,18,12,20,40986.0,1,0,0,0,0
19757,2022-03-18,3,18,12,25,31588.0,1,0,0,0,0
19758,2022-03-18,3,18,12,30,18239.0,1,0,0,0,0
19759,2022-03-18,3,18,12,35,11171.0,1,0,0,0,0
19760,2022-03-18,3,18,12,40,6766.0,1,0,0,0,0
19761,2022-03-18,3,18,12,45,6879.0,1,0,0,0,0
19762,2022-03-18,3,18,12,50,6675.0,1,0,0,0,0
19763,2022-03-18,3,18,12,55,5356.0,1,0,0,0,0
19764,2022-03-18,3,18,13,0,21346.0,1,0,0,0,0
19765,2022-03-18,3,18,13,5,39662.0,1,0,0,0,0
19766,2022-03-18,3,18,13,10,37576.0,1,0,0,0,0
19767,2022-03-18,3,18,13,15,32936.0,1,0,0,0,0
19768,2022-03-18,3,18,13,20,30287.0,1,0,0,0,0
19769,2022-03-18,3,18,13,25,21254.0,1,0,0,0,0
19770,2022-03-18,3,18,13,30,16725.0,1,0,0,0,0
19771,2022-03-18,3,18,13,35,28862.0,1,0,0,0,0
19772,2022-03-18,3,18,13,40,26554.0,1,0,0,0,0
19773,2022-03-18,3,18,13,45,23185.0,1,0,0,0,0
19774,2022-03-18,3,18,13,50,18879.0,1,0,0,0,0
19775,2022-03-18,3,18,13,55,5530.0,1,0,0,0,0
19776,2022-03-18,3,18,14,0,4410.0,1,0,0,0,0
19777,2022-03-18,3,18,14,5,5166.0,1,0,0,0,0
19778,2022-03-18,3,18,14,10,5702.0,1,0,0,0,0
